name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in,found_year
Ottó,14.92,male,Dachshund Mix,2010-03-26,2010-03-26,2011-10-31,saddle back,short,small,no,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2010
Mák,12.92,male,Unknown Mix,2010-05-13,2010-05-13,2011-10-31,dotted,short,large,no,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2010
Brauni,10.0,female,Unknown Mix,2010-02-12,2010-02-12,2011-10-31,black and brown,short,large,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Atika,11.92,male,Unknown Mix,2010-04-24,2010-04-24,2011-10-31,black,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,unknown,2010
Pamacs,15.92,male,Scotch Collie Mix,2010-05-07,2010-05-07,2011-10-31,black and brown,long,large,yes,unknown,yes,no,no,yes,unknown,garden,2010
Lipót,11.42,male,"Jagd Terrier, Puli Mix",2009-01-12,2009-01-12,2011-10-30,black and tan,long,medium,yes,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2009
Zolika,10.92,male,Unknown Mix,2010-03-13,2010-03-13,2011-10-31,saddle back,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Husi,10.83,female,Dachshund Mix,2009-08-12,2009-08-12,2011-10-30,apricot,short,small,no,unknown,yes,yes,yes,yes,unknown,flat,2009
Elza,10.67,female,Unknown Mix,2011-09-21,2011-11-10,2011-10-24,yellow-brown,short,medium,unknown,yes,yes,yes,yes,yes,yes,both flat and garden,2011
Cookie,8.75,female,Staffordshire Terrier Mix,2011-08-10,2011-08-10,2011-10-19,black,short,medium,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Zafíra,10.75,female,"German Pointer, Vizsla Mix",2010-12-15,2010-12-15,2011-10-30,brown,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2010
Suba,10.5,male,Puli Mix,2011-09-18,2011-09-18,2011-10-30,black,long,medium,no,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2011
Szotyi,9.92,male,Terrier Mix,2011-10-20,2011-10-20,2011-10-30,black and tan,short,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,flat,2011
Móricka,11.25,male,Vizsla Mix,2009-10-12,2009-10-12,2011-10-30,black and tan,wirehaired,large,yes,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2009
Pepe,11.92,male,Unknown Mix,2010-03-19,2010-03-19,2011-10-31,brown,medium,medium,no,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2010
Stefi &Amp,8.33,female,Unknown Mix,2011-08-25,2011-08-25,2011-10-22,black,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Romi,16.92,male,German Shepherd Dog Mix,2010-03-12,2010-03-12,2011-10-31,sable,short,large,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
B.Andi,13.08,female,"Mudi, Puli Mix",2011-08-10,2011-08-10,2011-10-19,black,medium,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,garden,2011
Piri,11.92,female,Unknown Mix,2010-03-19,2010-03-19,2011-10-31,black,short,medium,yes,unknown,yes,yes,yes,no,unknown,both flat and garden,2010
Atosz,17.08,male,Kuvasz Mix,2011-08-10,2011-08-10,2011-10-19,white,medium,large,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Minike,8.67,female,German Shepherd Dog Mix,2011-08-10,2011-08-10,2011-10-19,saddle back,medium,medium,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2011
Valka,11.67,female,Unknown Mix,2008-11-01,2008-11-01,2011-10-30,black,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2008
Ravaszka,17.08,female,Dachshund Mix,2011-08-10,2011-08-10,2011-10-19,brown,short,small,unknown,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2011
Kara Anyu,12.92,female,Unknown Mix,2010-02-18,2010-02-18,2011-10-31,black,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Koppány,10.92,male,Transylvanian Hound Mix,2010-02-17,2010-02-17,2011-10-31,saddle back,short,large,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Léna,9.08,female,Schnauzer Mix,2011-09-01,2011-09-01,2011-10-18,black,wirehaired,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2011
Pötyike,10.08,female,Dalmatian Mix,2011-08-10,2011-08-10,2011-10-19,dotted,short,medium,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2011
Hisztis,10.08,female,German Shepherd Dog Mix,2011-08-10,2011-08-10,2011-10-19,golden,medium,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
C,14.08,female,Pumi Mix,2011-08-10,2011-08-10,2011-10-19,gray,medium,medium,unknown,unknown,yes,unknown,yes,yes,unknown,garden,2011
Bella,13.08,female,German Shepherd Dog Mix,2011-09-01,2011-09-01,2011-10-18,sable,short,large,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Lara,13.08,female,German Shepherd Dog,2011-08-10,2011-08-10,2011-10-19,sable,short,large,unknown,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2011
Gordon,14.08,male,Golden Retriever Mix,2011-09-01,2011-09-01,2011-10-18,apricot,short,large,unknown,unknown,yes,yes,yes,yes,yes,garden,2011
Rita,13.08,female,German Shepherd Dog Mix,2011-08-10,2011-08-10,2011-10-19,yellow-brown,short,large,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2011
Nózi,9.58,male,Unknown Mix,2010-07-16,2010-07-16,2011-10-18,brown,short,medium,yes,unknown,yes,yes,no,unknown,unknown,garden,2010
Kornél,9.08,male,Labrador Retriever Mix,2011-09-01,2011-09-01,2011-10-18,black,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Ginger,9.08,female,German Shepherd Dog,2011-08-10,2011-08-10,2011-10-19,sable,short,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,garden,2011
Zola,17.08,female,"German Shepherd Dog, Siberian Husky Mix",2011-09-01,2011-09-01,2011-10-18,sable,medium,large,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Candy,9.17,female,"Belgian Sheepdog, German Shepherd Dog Mix",2011-08-10,2011-08-10,2011-10-19,yellow-brown,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Kökény,14.92,female,Irish Wolfhound Mix,2011-08-10,2011-08-10,2011-10-19,wild boar,wirehaired,large,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,2011
Soma,10.0,male,Standard Schnauzer Mix,2011-09-01,2011-09-01,2011-10-18,black,wirehaired,medium,yes,unknown,yes,unknown,no,unknown,no,unknown,2011
Dolli,15.08,female,Unknown Mix,2011-09-01,2011-09-01,2011-10-18,brown,short,large,unknown,unknown,yes,yes,unknown,unknown,unknown,garden,2011
Vali,9.75,female,Unknown Mix,2011-10-11,2011-10-25,2011-10-18,black and tan,short,small,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Lola,11.08,female,Unknown Mix,2011-09-01,2011-09-01,2011-10-18,yellow-brown,short,medium,yes,unknown,yes,yes,yes,no,unknown,both flat and garden,2011
Brandy,14.08,female,Vizsla Mix,2011-09-01,2011-09-01,2011-10-18,yellow-brown,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2011
Papi,13.08,male,Dachshund Mix,2011-09-01,2011-09-01,2011-10-18,brown,short,small,unknown,unknown,yes,unknown,no,unknown,unknown,unknown,2011
Vica,10.58,female,"Labrador Retriever, Vizsla Mix",2010-11-05,2010-11-05,2011-09-02,golden,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2010
Eddy,10.0,male,Labrador Retriever Mix,2011-09-01,2011-09-01,2011-10-18,black,medium,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2011
Bozont,9.58,female,Unknown Mix,2011-07-01,2011-07-01,2011-10-15,black and brown,medium,medium,no,unknown,yes,unknown,yes,yes,unknown,unknown,2011
Róka,9.25,male,"Dachshund, Mudi, Papillon Mix",2011-08-02,2011-08-02,2011-09-06,red and white,short,small,unknown,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2011
Miszti,14.75,female,Schnauzer Mix,2009-11-08,2009-11-08,2011-10-14,black,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2009
Lala,11.67,male,Unknown Mix,2011-10-11,2011-10-30,2011-10-17,spotty,wirehaired,medium,unknown,yes,yes,yes,unknown,yes,unknown,both flat and garden,2011
Foltos,13.17,female,Unknown Mix,2011-07-01,2011-07-01,2011-10-14,tricolor,medium,medium,yes,unknown,yes,yes,yes,yes,no,unknown,2011
Tánya,8.92,female,German Shepherd Dog Mix,2011-08-12,2011-09-30,2011-09-13,saddle back,medium,medium,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Dugó,10.08,male,Unknown Mix,2011-05-17,2011-05-17,2011-10-16,black and tan,short,medium,no,unknown,yes,unknown,no,no,unknown,unknown,2011
Capitain Jack Sparrow,9.08,male,"Puli, Scotch Collie Mix",2011-09-01,2011-09-01,2011-10-18,apricot,short,medium,yes,yes,yes,unknown,unknown,unknown,unknown,both flat and garden,2011
Natasa,9.42,female,Terrier Mix,2011-08-17,2011-08-17,2011-09-23,wild boar,medium,medium,yes,unknown,yes,yes,unknown,unknown,unknown,unknown,2011
Leon,9.42,male,Unknown Mix,2011-02-05,2011-02-05,2011-09-02,brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Miksa,15.25,male,Unknown Mix,2011-09-07,2011-09-30,2011-09-13,brown,short,medium,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Amarok,12.08,male,Siberian Husky Mix,2011-09-01,2011-09-01,2011-10-18,gray and white,short,large,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,2011
Totó,13.08,male,Dachshund Mix,2011-08-22,2011-08-22,2011-10-16,brown,short,small,yes,unknown,yes,unknown,no,yes,unknown,unknown,2011
Lina,9.25,female,Unknown Mix,2011-09-19,2011-09-19,2011-10-18,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,unknown,2011
Milky Way,10.0,male,Labrador Retriever Mix,2011-09-01,2011-09-01,2011-10-18,apricot,short,large,unknown,unknown,yes,unknown,unknown,unknown,no,both flat and garden,2011
Rini,9.25,female,Dachshund Mix,2011-08-22,2011-08-22,2011-09-05,black and tan,short,small,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Puszi,8.58,female,Hound Mix,2011-08-17,2011-08-17,2011-10-04,black and tan,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,unknown,2011
Nina,9.42,female,"Vizsla, Whippet Mix",2010-07-10,2010-07-10,2011-09-02,tricolor,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Almády Gréti,8.42,female,Unknown Mix,2011-07-26,2011-09-05,2011-08-20,tricolor,short,medium,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Sába,14.92,female,German Shepherd Dog,2011-08-15,2011-08-15,2011-08-15,saddle back,short,large,yes,unknown,yes,yes,yes,no,unknown,garden,2011
Pincsik,8.58,male,Greyhound Mix,2011-07-01,2011-07-01,2011-07-12,black and brown,short,small,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Vidra,8.67,female,Unknown Mix,2011-06-02,2011-06-02,2011-07-07,black and tan,short,small,no,no,yes,unknown,yes,yes,unknown,flat,2011
Klaudia,10.92,female,Unknown Mix,2011-07-11,2011-07-11,2011-07-12,black,long,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2011
Micike,18.42,female,Unknown Mix,2011-01-03,2011-01-03,2011-07-07,red,short,medium,unknown,yes,yes,yes,yes,yes,unknown,flat,2011
Gahan,9.83,male,German Shepherd Dog Mix,2010-04-15,2010-04-15,2011-07-30,black,medium,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Alvin,9.17,male,German Shepherd Dog Mix,2011-02-01,2011-02-01,2011-07-30,saddle back,medium,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Ariel,9.17,female,German Shepherd Dog Mix,2010-12-22,2010-12-22,2011-07-30,sable,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Elke,10.33,female,Unknown Mix,2011-08-23,2011-08-23,2011-08-25,black and white,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2011
Shila,14.92,female,German Shepherd Dog,2011-08-15,2011-08-15,2011-08-15,saddle back,short,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2011
Lencsi,9.5,female,"Dachshund, Hound Mix",2010-06-30,2010-06-30,2011-07-30,black and brown,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,unknown,2010
Ulrik,11.17,male,"Bull Terrier, Hungarian Greyhound Mix",2008-10-30,2008-10-30,2011-08-17,striped,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2008
Félix,10.33,male,Terrier Mix,2011-07-25,2011-07-25,2011-07-27,gray and black,wirehaired,medium,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Csinszka,10.5,female,Vizsla Mix,2011-03-06,2011-07-30,2011-07-10,brown,wirehaired,medium,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Bajusz Úr,12.92,male,Fox Terrier,2011-07-11,2011-07-11,2011-08-02,black and white,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Vilma,9.83,female,Unknown Mix,2011-06-25,2011-07-26,2011-07-08,brown,short,medium,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Almády Tóbiás,8.42,male,Unknown Mix,2011-07-26,2011-09-05,2011-08-20,saddle back,short,medium,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Meny,11.58,female,German Shepherd Dog Mix,2011-05-11,2011-07-07,2011-07-07,black and brown,medium,large,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2011
Zizi,9.25,male,Dachshund Mix,2011-07-15,2011-07-15,2011-08-17,red,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Barát,10.92,male,Unknown Mix,2011-04-10,2011-04-10,2011-07-05,black and brown,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Csalfa,10.92,male,Jagd Terrier Mix,2011-06-02,2011-06-02,2011-06-19,black and tan,short,medium,unknown,unknown,yes,yes,no,no,unknown,garden,2011
Vidor,8.67,male,Unknown Mix,2011-03-24,2011-06-20,2011-06-05,sable,long,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Turbó,9.08,male,Labrador Retriever Mix,2011-06-02,2011-06-02,2011-06-19,black and white,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Zsombor,10.0,male,Greyhound Mix,2009-11-16,2009-11-16,2011-06-18,black,medium,large,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2009
Fidel,9.67,male,Unknown Mix,2011-03-04,2011-03-04,2011-06-18,black,wirehaired,medium,no,unknown,yes,yes,yes,yes,unknown,garden,2011
Franci,10.75,female,German Shepherd Dog Mix,2011-03-14,2011-03-14,2011-06-13,sable,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Gina,12.42,male,Rottweiler,2011-06-10,2011-06-10,2011-06-29,black,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,garden,2011
Bátor,11.92,male,Vizsla Mix,2011-06-15,2011-06-15,2011-06-19,brown,short,large,unknown,unknown,yes,yes,yes,yes,unknown,garden,2011
Mogyoró,10.92,male,German Shepherd Dog Mix,2011-06-25,2011-06-25,2011-06-29,saddle back,medium,large,unknown,unknown,yes,yes,no,yes,unknown,garden,2011
Hetti,8.83,female,Unknown Mix,2011-06-03,2011-06-03,2011-06-06,sable,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,flat,2011
Mami,9.92,female,Labrador Retriever Mix,2011-06-18,2011-06-18,2011-06-19,brown and white,short,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2011
Zorró,10.0,male,Greyhound Mix,2009-11-16,2009-11-16,2011-06-18,black and white,long,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2009
Jázmin,9.58,female,German Shepherd Dog Mix,2011-06-07,2011-06-07,2011-06-19,tricolor,short,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2011
Roxi,12.17,female,Unknown Mix,2009-03-04,2009-03-04,2011-06-18,black and tan,long,medium,yes,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2009
Bubu,9.92,male,Terrier Mix,2011-05-25,2011-05-25,2011-06-19,black and brown,long,medium,unknown,unknown,yes,yes,no,no,no,garden,2011
Cifra,8.58,female,Unknown Mix,2011-06-10,2011-07-22,2011-06-22,gray and white,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Bogrács,14.92,male,Dachshund,2011-06-19,2011-06-19,2011-06-19,brown,short,small,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Lédike,11.42,female,Unknown Mix,2011-04-01,2011-04-01,2011-06-29,dotted,medium,small,unknown,yes,yes,yes,yes,yes,yes,both flat and garden,2011
Nimród,11.5,male,Labrador Retriever Mix,2011-06-19,2011-06-23,2011-06-23,black,short,large,yes,yes,yes,yes,yes,yes,no,both flat and garden,2011
Turbó,8.92,male,Dachshund Mix,2011-02-01,2011-02-01,2011-05-17,brown,short,small,no,no,no,no,yes,yes,unknown,both flat and garden,2011
Muci,10.08,female,Belgian Sheepdog Mix,2011-04-26,2011-06-07,2011-05-07,red,long,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Márton,10.75,male,Unknown Mix,2010-10-15,2010-10-15,2011-05-22,black,long,large,yes,unknown,yes,yes,unknown,yes,unknown,garden,2010
Pászka,17.92,female,Unknown Mix,2011-03-20,2011-06-07,2011-05-08,red,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Panka,9.92,female,Fox Terrier,2011-03-05,2011-03-05,2011-05-03,spotty,short,small,unknown,yes,yes,yes,yes,yes,yes,flat,2011
Bundás,12.58,male,Unknown Mix,2011-01-01,2011-01-12,2011-04-18,yellow-brown,short,small,unknown,unknown,yes,unknown,no,no,unknown,both flat and garden,2011
Pita,9.67,female,Unknown Mix,2011-04-15,2011-06-08,2011-05-08,red and white,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Lasszó,9.42,male,Unknown Mix,2010-09-02,2010-09-02,2011-05-07,black,medium,medium,yes,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2010
Pajti,13.92,male,German Shepherd Dog Mix,2011-04-25,2011-04-25,2011-05-03,saddle back,short,medium,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2011
Zepter Molli,13.58,female,Unknown Mix,2011-05-01,2011-05-01,2011-05-01,brown,short,large,yes,unknown,yes,yes,yes,unknown,unknown,garden,2011
Chili,12.92,female,Siberian Husky Mix,2011-04-18,2011-04-18,2011-04-22,gray and white,short,medium,yes,yes,yes,yes,yes,yes,no,flat,2011
Happy,12.33,male,"Dachshund, German Shepherd Dog Mix",2008-05-10,2008-05-10,2011-05-20,wild boar,medium,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2008
Pityus,18.5,male,Unknown Mix,2011-05-24,2011-07-01,2011-06-01,red,short,medium,unknown,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2011
Zorán,10.75,male,Vizsla Mix,2009-11-12,2009-11-12,2011-05-26,black,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2009
Galagonya,13.33,male,Staffordshire Terrier Mix,2008-03-06,2008-03-06,2011-05-16,striped,short,medium,yes,unknown,yes,yes,no,yes,unknown,flat,2008
Tobi,13.42,male,"German Shepherd Dog, Pinscher, Siberian Husky Mix",2007-07-29,2007-07-29,2011-05-22,black and brown,short,large,no,unknown,yes,yes,yes,yes,unknown,garden,2007
Jenny,11.08,female,Dachshund Mix,2010-06-07,2010-06-07,2011-05-12,yellow,short,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2010
Böbe,10.75,female,Dachshund Mix,2011-02-03,2011-02-03,2011-05-26,tricolor,long,small,yes,unknown,yes,yes,yes,yes,unknown,flat,2011
Roni,9.5,female,Dachshund Mix,2011-03-01,2011-03-01,2011-05-17,brown,short,small,no,unknown,yes,yes,yes,yes,unknown,garden,2011
Fipsz,11.92,male,Labrador Retriever Mix,2011-05-02,2011-05-02,2011-05-03,black and brown,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Timo,14.0,male,Transylvanian Hound Mix,2007-11-18,2007-11-18,2011-03-26,black and brown,short,medium,no,unknown,yes,yes,unknown,unknown,unknown,unknown,2007
Dennis,10.75,male,Unknown Mix,2011-03-14,2011-03-15,2011-03-15,white,medium,large,no,unknown,yes,unknown,yes,yes,unknown,garden,2011
Árnyék,10.08,female,Unknown Mix,2011-03-27,2011-04-11,2011-04-11,black,short,medium,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2011
Csubi,12.08,male,"Labrador Retriever, Vizsla Mix",2010-06-20,2010-06-20,2011-03-30,brown,short,medium,yes,unknown,yes,yes,yes,yes,yes,unknown,2010
Melinda,12.17,female,Unknown Mix,2009-07-01,2009-07-01,2011-04-16,wild boar,short,medium,yes,unknown,yes,yes,yes,yes,unknown,unknown,2009
Trisztán,12.25,male,Unknown Mix,2008-11-12,2008-11-12,2011-04-16,tricolor,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2008
Benõ,9.75,male,Unknown Mix,2010-04-01,2010-04-01,2011-03-31,black,wirehaired,medium,no,unknown,yes,unknown,yes,yes,unknown,garden,2010
Bogáncs,10.25,male,Puli Mix,2011-02-26,2011-02-26,2011-04-14,black,medium,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Szultán,18.67,male,German Shepherd Dog Mix,2011-02-01,2011-02-01,2011-03-26,sable,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Leila,12.5,female,Unknown Mix,2007-06-01,2007-06-01,2011-04-12,white,short,large,yes,unknown,yes,yes,yes,yes,unknown,unknown,2007
Bob,11.92,male,Unknown Mix,2010-08-30,2010-08-30,2011-04-14,brown,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2010
Bátor,9.75,male,Unknown Mix,2010-04-01,2010-04-01,2011-03-31,black,short,medium,no,unknown,yes,unknown,yes,yes,unknown,garden,2010
Bronco,9.5,male,Unknown Mix,2010-08-01,2010-08-01,2011-03-15,black,short,medium,yes,unknown,yes,yes,yes,yes,unknown,garden,2010
Kevin,13.58,male,Unknown Mix,2011-03-27,2011-03-27,2011-03-29,black and white,short,large,unknown,unknown,yes,yes,unknown,yes,unknown,garden,2011
Katrina,14.75,female,Unknown Mix,2010-10-05,2010-10-05,2011-04-10,striped,short,medium,yes,unknown,yes,yes,yes,yes,unknown,unknown,2010
Jagd Terrier Keverék Kölykök,8.83,female,Jagd Terrier Mix,2011-04-13,2011-04-13,2011-04-14,black and tan,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2011
Csörfös,10.92,female,Rhodesian Ridgeback Mix,2011-03-14,2011-03-14,2011-03-15,brown,short,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2011
Morgan,10.75,male,Schnauzer Mix,2011-03-27,2011-03-27,2011-03-29,gray,wirehaired,medium,unknown,unknown,yes,yes,yes,yes,yes,garden,2011
Karak,10.92,female,German Shepherd Dog Mix,2011-03-29,2011-03-29,2011-03-30,sable,short,large,yes,unknown,yes,yes,yes,yes,yes,garden,2011
Rozika,11.08,female,Unknown Mix,2011-03-27,2011-04-11,2011-04-11,black,short,medium,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2011
Héda,11.92,female,Unknown Mix,2008-04-01,2008-04-01,2011-03-14,yellow-brown,short,medium,yes,unknown,yes,yes,yes,unknown,unknown,unknown,2008
Kaukázusi,13.75,female,Caucasian Ovtcharka,2011-03-07,2011-03-07,2011-03-07,brown,long,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Cecil,10.25,female,German Shepherd Dog Mix,2011-01-09,2011-01-09,2011-02-09,black and brown,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Morris,10.92,male,Rottweiler Mix,2010-02-14,2010-02-14,2011-02-18,black and tan,short,large,unknown,unknown,yes,no,no,yes,no,garden,2010
Igor,14.83,male,Unknown Mix,2008-02-03,2008-02-03,2011-02-01,brown,short,medium,no,yes,yes,unknown,unknown,yes,unknown,garden,2008
Gombi,9.83,male,Schnauzer Mix,2010-11-05,2010-11-05,2011-03-07,wild boar,wirehaired,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2010
Lujzika,9.83,female,Fox Terrier Mix,2010-11-05,2011-03-04,2011-03-04,tricolor,wirehaired,small,no,yes,yes,yes,yes,yes,yes,flat,2010
Bob,10.92,male,Hungarian Vizsla Mix,2010-12-11,2010-12-11,2011-02-18,red,short,large,unknown,unknown,yes,yes,no,no,no,garden,2010
Velence,12.83,female,Unknown Mix,2011-01-02,2011-01-02,2011-02-02,tricolor,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2011
Hessy,12.0,female,Unknown Mix,2008-05-01,2008-05-01,2011-03-14,yellow-brown,short,medium,yes,unknown,yes,yes,yes,yes,unknown,unknown,2008
Mozes,11.42,male,Unknown Mix,2011-02-22,2011-02-22,2011-03-08,white,medium,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2011
Buksi,16.08,male,German Shepherd Dog,2011-03-01,2011-03-01,2011-03-01,sable,medium,large,unknown,unknown,yes,unknown,no,no,unknown,both flat and garden,2011
Tangó,10.83,male,Unknown Mix,2011-01-15,2011-02-11,2011-02-13,red,short,small,no,unknown,yes,unknown,yes,yes,unknown,flat,2011
Solt,11.0,male,"Setter, Spaniel, Terrier Mix",2009-01-05,2009-01-05,2011-03-14,striped,medium,medium,no,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2009
Olga,9.42,female,German Shepherd Dog Mix,2011-02-01,2011-02-02,2011-02-02,brown,medium,large,unknown,yes,yes,yes,yes,yes,unknown,both flat and garden,2011
Pötyi,15.25,male,Cane Corso Mix,2011-02-27,2011-02-27,2011-02-27,yellow-brown,short,large,unknown,unknown,yes,unknown,no,unknown,no,garden,2011
Adria,11.75,female,Dachshund Mix,2011-02-27,2011-02-27,2011-03-04,black and brown,short,medium,yes,yes,yes,yes,yes,no,no,both flat and garden,2011
Brad/Babóka,9.67,male,Unknown Mix,2010-07-05,2010-07-05,2011-02-03,yellow-brown,short,medium,no,yes,yes,yes,yes,yes,unknown,both flat and garden,2010
Tyson,10.17,male,Rottweiler Mix,2011-02-20,2011-02-20,2011-03-01,black and tan,short,large,unknown,unknown,yes,unknown,no,no,no,garden,2011
Zsuzsi,12.17,female,Fox Terrier Mix,2011-02-06,2011-02-06,2011-02-06,black and white,short,medium,yes,unknown,yes,yes,yes,yes,unknown,garden,2011
Paca,9.0,male,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,black and white,short,small,no,yes,yes,yes,yes,yes,yes,garden,2011
Karcsi,9.25,male,Unknown Mix,2010-10-01,2010-10-01,2011-01-31,brown,medium,medium,no,no,yes,yes,yes,yes,yes,garden,2010
Nusi,10.92,female,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,brown,short,medium,yes,yes,yes,yes,yes,yes,unknown,garden,2011
