name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in,found_year
Gida,0.25,female,Unknown Mix,2019-12-10,2019-12-11,2019-12-11,red,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Frida És Ricsi,0.17,female,Unknown Mix,2019-12-01,2019-12-01,2019-12-09,black and white,short,small,no,unknown,yes,yes,yes,yes,yes,unknown,2019
Unknown,4.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Amy,2.0,female,French Bulldog Mix,2019-12-10,2019-12-11,2019-12-11,black,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Alex,4.25,male,Unknown Mix,2019-12-09,2019-12-24,2019-12-09,yellow-brown,short,small,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Ricsi És Frida,0.17,male,Unknown Mix,2019-12-01,2019-12-01,2019-12-09,brown,short,small,no,unknown,yes,yes,yes,yes,yes,unknown,2019
Unknown,0.17,female,Unknown Mix,2019-12-10,2019-12-25,2019-12-11,gray and white,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,0.17,female,Unknown Mix,2019-12-11,2019-12-26,2019-12-12,black,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Újhartyáni Mazsi,0.17,female,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,brown and white,short,small,no,unknown,yes,yes,yes,yes,yes,flat,2019
Vasi,3.67,male,Vizsla Mix,2019-10-25,2019-10-25,2019-12-12,red,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,5.0,female,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,brown,long,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Újhartyáni Frenki,0.17,male,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,tricolor,short,small,no,unknown,yes,yes,yes,yes,yes,flat,2019
Fickó,1.5,male,"Bull Terrier, Dachshund Mix",2019-12-01,2019-12-01,2019-12-09,brown and white,short,medium,yes,unknown,yes,yes,no,no,no,unknown,2019
Unknown,8.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,black,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Újhartyáni Bori,0.17,female,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,tricolor,short,small,no,unknown,yes,yes,yes,yes,yes,flat,2019
Dabasi Ixorn,0.83,male,Unknown Mix,2019-12-05,2019-12-05,2019-12-09,black,wirehaired,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Gizmo,0.5,male,Unknown Mix,2019-12-08,2019-12-10,2019-12-10,spotty,medium,small,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Sába,7.58,female,Kuvasz,2019-12-01,2019-12-16,2019-12-08,white,medium,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Döme,1.0,male,Unknown Mix,2019-11-25,2019-11-25,2019-12-07,black,medium,medium,unknown,unknown,yes,unknown,unknown,unknown,yes,both flat and garden,2019
Jocelyn,0.17,female,Unknown Mix,2019-11-27,2019-11-27,2019-12-07,apricot,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Unknown,0.67,female,Unknown Mix,2019-12-07,2019-12-22,2019-12-07,yellow-brown,wirehaired,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Katica,0.58,female,Unknown Mix,2019-12-03,2019-12-03,2019-12-07,black,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Bethany,5.0,female,Chinese Shar-Pei Mix,2019-11-28,2019-11-28,2019-12-07,black and brown,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Cotta,0.15,female,Staffordshire Terrier Mix,2019-12-01,2019-12-01,2019-12-07,brown and white,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Kehlani,0.42,female,German Shepherd Dog Mix,2019-12-01,2019-12-01,2019-12-07,black and brown,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Unknown,6.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kakucsi Szikra,2.42,male,Hungarian Vizsla,2019-12-07,2019-12-07,2019-12-07,brown,short,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Crosby,1.0,male,"Komondor, Puli Mix",2019-11-27,2019-11-27,2019-12-07,golden,medium,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Unknown,0.58,male,"Bull Terrier, Staffordshire Terrier Mix",2019-12-06,2019-12-21,2019-12-07,striped,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,0.33,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,black,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Bowen,1.0,male,Unknown Mix,2019-11-22,2019-11-22,2019-12-07,brown,medium,large,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Panna,0.15,female,Staffordshire Terrier Mix,2019-12-01,2019-12-01,2019-12-07,striped,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Szolnoki Joker,1.0,male,Fox Terrier Mix,2019-12-07,2019-12-07,2019-12-07,black and white,wirehaired,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Sátoraljaújhelyi Dingó,2.0,male,Unknown Mix,2019-12-05,2019-12-05,2019-12-07,yellow,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Valentin,0.67,male,Unknown Mix,2019-12-03,2019-12-03,2019-12-07,apricot,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Szolnoki Chris,1.0,male,Fox Terrier Mix,2019-12-07,2019-12-07,2019-12-07,brown and white,wirehaired,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Unknown,4.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Pufi,8.0,male,Unknown Mix,2019-12-02,2019-12-17,2019-12-02,wild boar,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Velencei Fiffi,9.25,female,Afghan Hound,2019-12-01,2019-12-04,2019-12-03,brown,long,medium,yes,yes,yes,unknown,unknown,unknown,unknown,flat,2019
Szálkás Kan Kölyök,0.5,male,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,brown,wirehaired,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Szakáldi Báró,1.42,male,Unknown Mix,2019-12-03,2019-12-03,2019-12-05,brown and white,short,medium,no,unknown,yes,yes,no,yes,unknown,both flat and garden,2019
Unknown,0.25,male,Unknown Mix,2019-12-02,2019-12-17,2019-12-02,black and tan,wirehaired,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Hónapos Keverék Kan,0.5,male,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,tricolor,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kormi,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,0.25,female,Unknown Mix,2019-12-04,2019-12-19,2019-12-04,saddle back,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Velencei Shyne On,8.42,female,American Bulldog,2019-12-01,2019-12-04,2019-12-03,striped,short,medium,yes,yes,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Lili,3.5,female,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Beagle Keverék Kutyusok,0.17,male,Beagle Mix,2019-11-01,2019-11-01,2019-11-30,black and brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,unknown,2019
Hónapos Szuka,0.5,female,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Beagle Keverék Kutyus,0.17,female,Beagle Mix,2019-11-01,2019-11-01,2019-11-30,brown and white,short,medium,no,unknown,yes,yes,yes,yes,unknown,unknown,2019
Unknown,1.58,male,Unknown Mix,2019-12-01,2019-12-16,2019-12-01,yellow-brown,wirehaired,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Sátoraljaújhelyi Gesztenye,1.42,male,"Hungarian Vizsla, Staffordshire Terrier Mix",2019-12-05,2019-12-05,2019-12-05,brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Kakucsi Henrik,1.42,male,Terrier Mix,2019-12-01,2019-12-01,2019-12-01,yellow-brown,medium,small,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Sajóörsi Foxi És Maxi,0.17,male,Unknown Mix,2019-12-05,2019-12-06,2019-12-05,black and brown,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Elsa,2.33,female,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Velencei Gavallér,9.17,male,Hungarian Greyhound,2019-12-01,2019-12-04,2019-12-03,brown and white,short,large,yes,yes,yes,unknown,unknown,unknown,unknown,flat,2019
Nagyhalászi Szellõ,0.5,female,Greyhound Mix,2019-11-27,2019-11-30,2019-11-27,yellow,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,flat,2019
Allegra,0.42,female,Unknown Mix,2019-11-28,2019-11-28,2019-11-28,black and brown,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Dabasi Bors,1.0,male,Staffordshire Terrier Mix,2019-11-28,2019-11-28,2019-11-28,brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Inárcsi Hektor,0.25,male,"German Shepherd Dog, Staffordshire Terrier Mix",2019-11-24,2019-11-24,2019-11-25,yellow-brown,short,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Vlad,0.17,male,Unknown Mix,2019-11-27,2019-12-12,2019-11-27,yellow-brown,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Zsömi,6.0,male,Unknown Mix,2019-11-26,2019-12-11,2019-11-26,yellow-brown,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Pongólina,0.58,female,Unknown Mix,2019-11-15,2019-11-15,2019-11-28,apricot,short,medium,unknown,unknown,yes,unknown,yes,yes,yes,both flat and garden,2019
Pola,2.0,female,"English Greyhound, Spanish Greyhound Mix",2019-11-17,2019-11-18,2019-11-25,yellow,short,medium,yes,yes,yes,unknown,unknown,unknown,unknown,flat,2019
Bongó,2.0,male,Greyhound Mix,2019-11-17,2019-11-18,2019-11-25,black and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2019
Lummia,0.33,female,Unknown Mix,2019-11-25,2019-11-25,2019-11-28,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
King,2.92,male,Dachshund Mix,2019-09-20,2019-09-20,2019-11-25,wild boar,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2019
Duster,1.0,male,Greyhound Mix,2019-11-17,2019-11-18,2019-11-25,yellow,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,flat,2019
Barcsi Detre,0.5,male,Greyhound Mix,2019-11-26,2019-11-30,2019-11-27,striped,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,flat,2019
Unknown,2.0,male,Unknown Mix,2019-11-27,2019-12-08,2019-11-28,black,long,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Babóca,2.0,female,Greyhound Mix,2019-11-17,2019-11-17,2019-11-25,spotty,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,4.0,male,Unknown Mix,2019-11-27,2019-12-08,2019-11-28,black,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Szolnoki Sanyi,1.0,male,Terrier Mix,2019-11-26,2019-11-26,2019-11-27,black and white,short,small,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Újszászi Ász,4.0,male,Fox Terrier Mix,2019-11-26,2019-11-26,2019-11-28,black and white,short,small,no,unknown,yes,yes,no,yes,unknown,both flat and garden,2019
Szolnoki Puszedli,1.42,female,Unknown Mix,2019-11-26,2019-11-26,2019-11-27,black and brown,medium,small,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Szálkás Szuka,0.5,female,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,black and tan,wirehaired,small,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Chance,1.25,male,Unknown Mix,2019-11-09,2019-11-09,2019-11-17,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Hope,1.25,male,Unknown Mix,2019-11-09,2019-11-09,2019-11-17,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Nelly,3.08,female,Unknown Mix,2019-05-10,2019-05-10,2019-11-21,black and white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Unknown,0.25,female,Unknown Mix,2019-11-21,2019-12-06,2019-11-21,gray and white,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Pici,1.0,male,Unknown Mix,2019-11-22,2019-11-22,2019-11-22,yellow-brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Gyõri Tictac,1.58,male,Greyhound Mix,2019-10-18,2019-11-20,2019-11-19,black and white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Unknown,1.0,male,Staffordshire Terrier Mix,2019-11-25,2019-12-10,2019-11-25,black and white,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Tigris,5.0,male,Unknown Mix,2019-11-21,2019-11-21,2019-11-21,striped,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Gomez,0.5,male,Unknown Mix,2019-11-11,2019-11-11,2019-11-17,white,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Aliz,5.58,female,Unknown Mix,2019-08-10,2019-08-10,2019-11-21,yellow-brown,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Sebastian,0.17,male,Unknown Mix,2019-11-12,2019-11-12,2019-11-17,apricot,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Vacok,2.42,male,"Dachshund, Fox Terrier Mix",2019-06-12,2019-06-12,2019-11-24,apricot,short,medium,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2019
Kakucsi Pötyi,0.33,female,"Chinese Shar-Pei, Dachshund Mix",2019-11-18,2019-11-18,2019-11-19,apricot,short,medium,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Doc,0.58,male,Unknown Mix,2019-05-15,2019-05-15,2019-11-21,tricolor,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Speedy,1.25,male,Unknown Mix,2019-02-14,2019-02-14,2019-11-21,gray and black,medium,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Charlotte,3.08,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-17,black and white,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Chili,0.17,female,Staffordshire Terrier,2019-10-01,2019-10-01,2019-11-24,golden,short,medium,yes,unknown,yes,yes,yes,yes,unknown,unknown,2019
Mártélyi Bence,0.75,male,Bull Terrier Mix,2019-11-17,2019-11-25,2019-11-24,striped,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,flat,2019
Dabasi Kócos,7.0,female,Fox Terrier Mix,2019-11-18,2019-11-18,2019-11-19,black and white,wirehaired,small,no,yes,yes,no,yes,yes,no,both flat and garden,2019
Unknown,0.25,male,Unknown Mix,2019-11-24,2019-12-09,2019-11-25,striped,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Csöpi,9.33,female,German Shepherd Dog Mix,2019-11-14,2019-11-29,2019-11-14,saddle back,medium,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Suzi,13.08,female,German Shepherd Dog Mix,2019-11-13,2019-11-28,2019-11-14,sable,medium,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,5.0,male,Unknown Mix,2019-11-14,2019-11-29,2019-11-14,black and white,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,1.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Miskolci Kuba,1.25,male,"Beagle, Hound Mix",2019-11-12,2019-11-12,2019-11-12,tricolor,short,medium,no,unknown,yes,yes,no,yes,no,both flat and garden,2019
Panna,7.58,female,Unknown Mix,2013-04-17,2013-04-17,2019-11-13,black,wirehaired,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2013
Lõrinci Balu,10.75,male,Greyhound Mix,2019-11-06,2019-11-06,2019-11-14,spotty,short,medium,yes,yes,yes,unknown,unknown,unknown,unknown,flat,2019
Unknown,3.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Alfi,8.33,male,Unknown Mix,2012-08-25,2012-08-25,2019-11-13,black,wirehaired,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2012
Taxi,8.0,female,Unknown Mix,2019-11-16,2019-12-01,2019-11-16,yellow-brown,short,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Bambi,5.5,female,Unknown Mix,2019-11-16,2019-12-01,2019-11-16,striped,short,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Pécsi Kajla,1.0,male,Greyhound Mix,2019-09-09,2019-11-10,2019-11-14,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Benji,9.67,male,Terrier Mix,2013-04-17,2013-04-17,2019-11-13,yellow-brown,wirehaired,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,garden,2013
Liza,1.08,female,Unknown Mix,2019-11-11,2019-12-14,2019-11-13,black,short,medium,unknown,unknown,yes,yes,yes,unknown,unknown,garden,2019
Sajti,12.67,male,Unknown Mix,2009-03-01,2009-03-01,2019-11-13,white,long,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2009
Alsónémedi Sidney,0.42,female,"Dachshund, German Shepherd Dog Mix",2019-11-11,2019-11-11,2019-11-12,black,short,small,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Mazda,4.25,male,Unknown Mix,2018-03-16,2018-03-16,2019-11-14,apricot,short,large,yes,yes,yes,unknown,no,yes,yes,both flat and garden,2018
Miskolci Lupidu,1.17,male,Staffordshire Terrier Mix,2019-11-12,2019-11-12,2019-11-12,striped,short,medium,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2019
Gina És Genova,0.17,female,Unknown Mix,2019-09-20,2019-09-20,2019-11-14,black,short,medium,unknown,no,yes,yes,yes,yes,yes,both flat and garden,2019
Unknown,2.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,6.08,male,Staffordshire Terrier Mix,2019-11-06,2019-11-21,2019-11-06,brown and white,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kormi,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
*,1.08,female,German Shepherd Dog Mix,2019-11-06,2019-11-21,2019-11-06,saddle back,medium,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Cézár,7.33,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Lili,3.5,female,Cane Corso Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Zénó,0.5,male,Jagd Terrier Mix,2019-11-01,2019-11-01,2019-11-02,black and tan,short,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2019
Marley,0.5,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,white,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Ózdi Hello,1.33,male,Unknown Mix,2019-11-11,2019-11-11,2019-11-11,black,short,small,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Szolnoki Királyfi,2.25,male,Whippet Mix,2019-11-01,2019-11-02,2019-11-10,spotty,short,medium,yes,yes,unknown,unknown,unknown,unknown,unknown,flat,2019
Lujzi,1.42,female,Unknown Mix,2019-11-02,2019-12-14,2019-11-05,black and brown,short,small,unknown,unknown,yes,unknown,yes,unknown,unknown,garden,2019
Sün,0.5,male,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,black and brown,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Elsa,2.33,female,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Jockey,1.58,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-06,brown,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Ózdi Timon,3.25,male,Norfolk Terrier Mix,2019-11-11,2019-11-11,2019-11-11,brown and white,short,small,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Lili,0.75,female,Unknown Mix,2019-10-06,2019-10-06,2019-11-06,brown,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Aspen,1.58,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,apricot,medium,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Liza,2.58,female,Unknown Mix,2019-11-02,2019-11-02,2019-11-02,brown and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Szigetszentmiklósi Füge,1.17,male,Greyhound Mix,2019-11-05,2019-11-06,2019-11-05,spotty,short,medium,yes,yes,yes,unknown,unknown,unknown,unknown,flat,2019
Pongo,0.67,male,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,apricot,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Leopold,0.15,male,Unknown Mix,2019-10-24,2019-10-24,2019-11-06,black and brown,medium,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Kincsõ,2.17,female,Dalmatian Mix,2019-10-14,2020-01-01,2019-10-20,white,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,garden,2019
Pétervásásrai Robin,0.25,male,Unknown Mix,2019-09-19,2019-11-01,2019-10-21,white,short,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Siófoki Szafi,11.08,female,Greyhound Mix,2019-08-31,2019-09-03,2019-10-26,yellow,short,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2019
Kira,3.17,female,Unknown Mix,2019-10-14,2019-11-16,2019-10-20,striped,short,medium,yes,unknown,yes,yes,yes,unknown,unknown,both flat and garden,2019
Pétervásásrai Ralf,0.25,male,Unknown Mix,2019-09-19,2019-09-19,2019-10-21,brown,short,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Nemesbikki Pandóra,4.08,female,Bull Terrier Mix,2019-10-01,2019-10-01,2019-10-22,striped,short,small,no,unknown,yes,yes,yes,yes,no,both flat and garden,2019
Szegedi Galagonya,0.92,male,Greyhound Mix,2019-10-29,2019-10-30,2019-10-29,white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,flat,2019
Greta,0.67,female,Unknown Mix,2019-10-25,2019-10-25,2019-10-27,black,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Csengersimai Zumba,0.5,male,Greyhound Mix,2019-10-21,2019-11-15,2019-10-23,black and white,short,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2019
Kormi,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-10-27,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Bony,1.08,male,Unknown Mix,2019-10-25,2019-10-25,2019-10-26,gray and black,wirehaired,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Igor,3.08,male,Border Collie Mix,2019-09-10,2019-09-10,2019-10-28,black and white,medium,medium,unknown,yes,yes,no,no,no,no,unknown,2019
Jeremy,5.08,male,Unknown Mix,2019-10-20,2019-10-20,2019-10-27,apricot,short,small,unknown,unknown,yes,unknown,yes,yes,no,both flat and garden,2019
Pulcsi,11.08,female,Puli Mix,2019-04-15,2019-04-15,2019-10-23,black,long,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2019
Daniel,0.67,male,Unknown Mix,2019-10-22,2019-10-22,2019-10-27,black and brown,medium,small,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Miskolci Ábel,9.08,male,Unknown Mix,2019-06-30,2019-07-30,2019-10-23,yellow-brown,long,medium,yes,yes,yes,no,yes,yes,unknown,both flat and garden,2019
Monori Lucia,6.25,female,Unknown Mix,2019-07-27,2019-09-01,2019-10-23,black and white,short,small,yes,yes,yes,yes,yes,yes,unknown,flat,2019
Kinga,1.17,female,Terrier Mix,2019-10-11,2019-11-16,2019-10-20,black and brown,wirehaired,medium,unknown,unknown,yes,yes,yes,unknown,unknown,both flat and garden,2019
Ócsai Pici,12.08,male,Unknown Mix,2019-10-22,2019-10-22,2019-10-30,gray and black,wirehaired,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Gufi,0.67,male,Unknown Mix,2019-10-25,2019-10-25,2019-10-27,black,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Lamoborgini,1.08,male,Unknown Mix,2019-10-18,2019-10-18,2019-10-18,black and white,long,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Beki,7.17,female,Labrador Retriever,2019-05-01,2019-05-01,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kaposvári Remény,0.58,male,Greyhound Mix,2019-07-01,2019-08-02,2019-10-19,striped,short,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2019
Zsömi,5.17,male,"Golden Retriever, Labrador Retriever Mix",2019-04-11,2019-04-11,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
